event_id,label,start_timestamp,duration,position,receiver_files,receiver_start_time_offset,cc_maxs,tdoas,residual_rms,hawkears_score
GRSP_20250618T063538_1,GRSP,2025-06-18 06:35:38-06:00,3,"[193787.09907148647, 5621777.128156792]","['GRSP_20250618T063538_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063538_1_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T063538_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063538_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063538_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T063538_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.024486370384693146, 0.09289517998695374, 0.1504848301410675, 0.06541218608617783, 0.11367595195770264]","[0.0, 0.09043731778425657, -0.0006284418529316493, 0.020323939099449295, -0.0030774214447683856, 0.04245545837382575]",1.3269714903795118,0.474
GRSP_20250618T063538_2,GRSP,2025-06-18 06:35:38-06:00,3,"[193836.49104593735, 5621756.044071277]","['GRSP_20250618T063538_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063538_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063538_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063538_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063538_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T063538_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.06777814030647278, 0.12234386801719666, 0.09684504568576813, 0.04813011363148689, 0.04339148849248886]","[0.0, -0.1306057661159702, -0.20663751214771622, -0.07364431486880466, 0.061593780369290585, 0.02338516358924525]",5.441494007245957,0.565
GRSP_20250618T063541_1,GRSP,2025-06-18 06:35:41-06:00,3,"[193789.58800247728, 5621777.635802856]","['GRSP_20250618T063541_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063541_1_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T063541_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063541_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063541_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.025866053998470306, 0.02735571563243866, 0.0352993905544281, 0.031527332961559296]","[0.0, 0.1197343699384516, 0.04621963070942664, 0.02095885973436995, 0.03148040168448335]",7.470464690922756,0.66
GRSP_20250618T063541_2,GRSP,2025-06-18 06:35:41-06:00,3,"[193779.00725671076, 5621767.425965464]","['GRSP_20250618T063541_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063541_2_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063541_2_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063541_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063541_2_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac', 'GRSP_20250618T063541_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063541_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063541_2_GSA-D3_S20250618T061757.815384-0600_E20250618T064757.682692-0600_+50.66716-109.33249_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.04838261008262634, 0.09909079223871231, 0.11756245791912079, 0.0430532768368721, 0.08282342553138733, 0.08083111047744751, 0.09065157920122147]","[0.0, -0.0424651765468092, -0.025911888564949775, 0.04499514091350826, -0.011603498542274049, 0.17871396177518628, 0.13299967606090057, 0.10343051506316814]",8.220910895888997,0.402
GRSP_20250618T063553_1,GRSP,2025-06-18 06:35:53-06:00,3,"[193787.3857739274, 5621776.527901346]","['GRSP_20250618T063553_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063553_1_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T063553_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063553_1_GSA-A4_S20250618T061858.279749-0600_E20250618T064858.139409-0600_+50.66764-109.33421_resampled.flac', 'GRSP_20250618T063553_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063553_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T063553_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.08117357641458511, 0.0816246047616005, 0.012821740470826626, 0.13801634311676025, 0.1111844927072525, 0.11903461813926697]","[0.0, 0.09043731778425657, -0.0005604146420472855, 0.08850988014253319, 0.02034661483641076, -0.003054745707806922, 0.04247813411078716]",0.9604355559784687,0.983
GRSP_20250618T063553_2,GRSP,2025-06-18 06:35:53-06:00,3,"[193783.9852594377, 5621790.380855213]","['GRSP_20250618T063553_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063553_2_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063553_2_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063553_2_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T063553_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063553_2_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac', 'GRSP_20250618T063553_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063553_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063553_2_GSA-D3_S20250618T061757.815384-0600_E20250618T064757.682692-0600_+50.66716-109.33249_resampled.flac', 'GRSP_20250618T063553_2_GSA-D4_S20250618T061758.315432-0600_E20250618T064758.183990-0600_+50.66750-109.33251_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.11823225021362305, 0.13895674049854279, 0.11701031029224396, 0.12941211462020874, 0.12606558203697205, 0.09885959327220917, 0.11096595227718353, 0.12181682884693146, 0.013299811631441116]","[0.0, -0.0424651765468092, -0.02212504049238742, -0.045639779721412366, 0.0761969549724652, -0.011626174279235485, 0.2066504697116942, 0.13299967606090057, 0.10358924522189827, 0.02984774862325884]",10.595780123901722,0.982
GRSP_20250618T063553_3,GRSP,2025-06-18 06:35:53-06:00,3,"[193836.7112201103, 5621755.928470894]","['GRSP_20250618T063553_3_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063553_3_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063553_3_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063553_3_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063553_3_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T063553_3_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.09106212854385376, 0.09675143659114838, 0.0882985070347786, 0.052983470261096954, 0.029492231085896492]","[0.0, -0.13044703595724003, -0.20663751214771622, -0.07362163913184319, 0.06154842889536766, 0.02331713637836086]",5.4620887271322225,0.945
GRSP_20250618T063602_1,GRSP,2025-06-18 06:36:02-06:00,3,"[193788.82497743893, 5621776.195283684]","['GRSP_20250618T063602_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T063602_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063602_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063602_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063602_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063602_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.08286738395690918, 0.06899366527795792, 0.09283455461263657, 0.08740106970071793, 0.07671511173248291]","[0.0, 0.0031584062196307328, 0.0026822157434402416, 0.02356656948493685, 0.04569808875931325, 0.03395205701328152]",0.2871940581301277,0.849
GRSP_20250618T063602_2,GRSP,2025-06-18 06:36:02-06:00,3,"[193836.9534476112, 5621755.771973656]","['GRSP_20250618T063602_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063602_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063602_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063602_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063602_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T063602_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.0715203583240509, 0.09814148396253586, 0.07574696838855743, 0.041736774146556854, 0.04810291528701782]","[0.0, -0.13028830579850986, -0.20661483641075476, -0.07364431486880466, 0.061503077421444785, 0.023453190800129586]",5.486201238893044,0.625
GRSP_20250618T063605_1,GRSP,2025-06-18 06:36:05-06:00,3,"[193787.04087189268, 5621776.18659395]","['GRSP_20250618T063605_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063605_1_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T063605_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063605_1_GSA-A4_S20250618T061858.279749-0600_E20250618T064858.139409-0600_+50.66764-109.33421_resampled.flac', 'GRSP_20250618T063605_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063605_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.04424000158905983, 0.056449033319950104, 0.014657136052846909, 0.08846993744373322, 0.08913446962833405]","[0.0, 0.09036929057337223, -0.0005377389050858217, 0.08864593456430192, 0.020323939099449295, 0.042432782636864286]",1.2374663821686251,0.492
GRSP_20250618T063605_2,GRSP,2025-06-18 06:36:05-06:00,3,"[193931.15677575785, 5621960.47352035]","['GRSP_20250618T063605_2_GSA-G7_S20250618T061758.321323-0600_E20250618T064758.368932-0600_+50.66883-109.33095_resampled.flac', 'GRSP_20250618T063605_2_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac', 'GRSP_20250618T063605_2_GSA-F7_S20250618T061758.111976-0600_E20250618T064757.996625-0600_+50.66864-109.33152_resampled.flac', 'GRSP_20250618T063605_2_GSA-G6_S20250618T061757.601444-0600_E20250618T064757.461542-0600_+50.66846-109.33094_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.03765632212162018, 0.06901191174983978, 0.06539677083492279]","[0.0, 0.014700356333009396, -0.07597991577583413, 0.056446388079041176]",2.795322103066911,0.816
GRSP_20250618T063614_1,GRSP,2025-06-18 06:36:14-06:00,3,"[193788.80791086287, 5621776.194345971]","['GRSP_20250618T063614_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T063614_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T063614_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T063614_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T063614_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063614_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.07725521177053452, 0.07825955003499985, 0.07729558646678925, 0.1125265508890152, 0.09120908379554749]","[0.0, 0.003181081956592169, 0.002568837058632978, 0.023430515063168122, 0.04551668286362165, 0.03392938127632006]",0.26657708790935586,0.973
GRSP_20250618T063614_2,GRSP,2025-06-18 06:36:14-06:00,3,"[193836.78614982346, 5621755.90893408]","['GRSP_20250618T063614_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T063614_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T063614_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T063614_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T063614_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T063614_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.1055302768945694, 0.1323559433221817, 0.09342195093631744, 0.0700644850730896, 0.08826994150876999]","[0.0, -0.1304243602202786, -0.20666018788467766, -0.07364431486880466, 0.06148040168448332, 0.023203757693553595]",5.470049127212249,0.903
GRSP_20250618T063617_1,GRSP,2025-06-18 06:36:17-06:00,3,"[193909.95512224082, 5621933.5135897435]","['GRSP_20250618T063617_1_GSA-F7_S20250618T061758.111976-0600_E20250618T064757.996625-0600_+50.66864-109.33152_resampled.flac', 'GRSP_20250618T063617_1_GSA-D7_S20250618T061757.786929-0600_E20250618T064757.659588-0600_+50.66857-109.33259_resampled.flac', 'GRSP_20250618T063617_1_GSA-E5_S20250618T061757.349187-0600_E20250618T064757.230266-0600_+50.66809-109.33203_resampled.flac', 'GRSP_20250618T063617_1_GSA-E6_S20250618T061757.539051-0600_E20250618T064757.401099-0600_+50.66844-109.33206_resampled.flac', 'GRSP_20250618T063617_1_GSA-E7_S20250618T061757.601793-0600_E20250618T064757.452028-0600_+50.66880-109.33209_resampled.flac', 'GRSP_20250618T063617_1_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac', 'GRSP_20250618T063617_1_GSA-G6_S20250618T061757.601444-0600_E20250618T064757.461542-0600_+50.66846-109.33094_resampled.flac', 'GRSP_20250618T063617_1_GSA-G7_S20250618T061758.321323-0600_E20250618T064758.368932-0600_+50.66883-109.33095_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.04481520503759384, 0.037456221878528595, 0.05735516548156738, 0.05899139493703842, 0.045013148337602615, 0.04016871005296707, 0.0520278662443161]","[0.0, -0.06965338516358924, -0.029403952057013266, -0.013304178814382894, -0.120696469063816, 0.0906640751538711, 0.13231940395205705, 0.07590217039196634]",15.255141839739169,0.982
GRSP_20250618T063629_1,GRSP,2025-06-18 06:36:29-06:00,3,"[193931.29924776137, 5621960.362018315]","['GRSP_20250618T063629_1_GSA-G7_S20250618T061758.321323-0600_E20250618T064758.368932-0600_+50.66883-109.33095_resampled.flac', 'GRSP_20250618T063629_1_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac', 'GRSP_20250618T063629_1_GSA-F7_S20250618T061758.111976-0600_E20250618T064757.996625-0600_+50.66864-109.33152_resampled.flac', 'GRSP_20250618T063629_1_GSA-G6_S20250618T061757.601444-0600_E20250618T064757.461542-0600_+50.66846-109.33094_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.062398891896009445, 0.04404941201210022, 0.0544426292181015]","[0.0, 0.01472303206997086, -0.07604794298671849, 0.05642371234207971]",2.8008273784288336,0.574
GRSP_20250618T063644_1,GRSP,2025-06-18 06:36:44-06:00,3,"[193903.0746724367, 5621971.606736547]","['GRSP_20250618T063644_1_GSA-D7_S20250618T061757.786929-0600_E20250618T064757.659588-0600_+50.66857-109.33259_resampled.flac', 'GRSP_20250618T063644_1_GSA-C5_S20250618T061757.963158-0600_E20250618T064757.850066-0600_+50.66804-109.33317_resampled.flac', 'GRSP_20250618T063644_1_GSA-C6_S20250618T061758.216026-0600_E20250618T064758.078657-0600_+50.66837-109.33316_resampled.flac', 'GRSP_20250618T063644_1_GSA-C7_S20250618T061758.595461-0600_E20250618T064758.448157-0600_+50.66875-109.33320_resampled.flac', 'GRSP_20250618T063644_1_GSA-D6_S20250618T061758.019091-0600_E20250618T064757.907574-0600_+50.66828-109.33258_resampled.flac', 'GRSP_20250618T063644_1_GSA-E5_S20250618T061757.349187-0600_E20250618T064757.230266-0600_+50.66809-109.33203_resampled.flac', 'GRSP_20250618T063644_1_GSA-E6_S20250618T061757.539051-0600_E20250618T064757.401099-0600_+50.66844-109.33206_resampled.flac', 'GRSP_20250618T063644_1_GSA-E7_S20250618T061757.601793-0600_E20250618T064757.452028-0600_+50.66880-109.33209_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.012896936386823654, 0.026657726615667343, 0.034809596836566925, 0.0459471121430397, 0.0321396142244339, 0.07049037516117096, 0.09992314875125885]","[0.0, 0.22007450599287337, 0.12132167152575318, 0.04370262390670554, 0.10735341755749922, 0.11812439261418856, 0.05635568513119532, -0.0510139293812763]",6.535592337160117,0.986
GRSP_20250618T063656_1,GRSP,2025-06-18 06:36:56-06:00,3,"[193890.36904618796, 5621961.122285636]","['GRSP_20250618T063656_1_GSA-D6_S20250618T061758.019091-0600_E20250618T064757.907574-0600_+50.66828-109.33258_resampled.flac', 'GRSP_20250618T063656_1_GSA-C5_S20250618T061757.963158-0600_E20250618T064757.850066-0600_+50.66804-109.33317_resampled.flac', 'GRSP_20250618T063656_1_GSA-C6_S20250618T061758.216026-0600_E20250618T064758.078657-0600_+50.66837-109.33316_resampled.flac', 'GRSP_20250618T063656_1_GSA-C7_S20250618T061758.595461-0600_E20250618T064758.448157-0600_+50.66875-109.33320_resampled.flac', 'GRSP_20250618T063656_1_GSA-D7_S20250618T061757.786929-0600_E20250618T064757.659588-0600_+50.66857-109.33259_resampled.flac', 'GRSP_20250618T063656_1_GSA-E5_S20250618T061757.349187-0600_E20250618T064757.230266-0600_+50.66809-109.33203_resampled.flac', 'GRSP_20250618T063656_1_GSA-E6_S20250618T061757.539051-0600_E20250618T064757.401099-0600_+50.66844-109.33206_resampled.flac', 'GRSP_20250618T063656_1_GSA-E7_S20250618T061757.601793-0600_E20250618T064757.452028-0600_+50.66880-109.33209_resampled.flac', 'GRSP_20250618T063656_1_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.01274039689451456, 0.018818113952875137, 0.016854751855134964, 0.024027394130825996, 0.01728217862546444, 0.0155742596834898, 0.037319883704185486, 0.01967020332813263]","[0.0, 0.11098153547133138, -0.12246517654680919, -0.06382572076449627, -0.10711370262390668, 0.0636799481697441, -0.05085519922254614, -0.15815678652413345, 0.0520926465824425]",17.82032241878484,0.754
GRSP_20250618T063656_2,GRSP,2025-06-18 06:36:56-06:00,3,"[193931.22187506402, 5621960.4154795995]","['GRSP_20250618T063656_2_GSA-G6_S20250618T061757.601444-0600_E20250618T064757.461542-0600_+50.66846-109.33094_resampled.flac', 'GRSP_20250618T063656_2_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac', 'GRSP_20250618T063656_2_GSA-F7_S20250618T061758.111976-0600_E20250618T064757.996625-0600_+50.66864-109.33152_resampled.flac', 'GRSP_20250618T063656_2_GSA-G7_S20250618T061758.321323-0600_E20250618T064758.368932-0600_+50.66883-109.33095_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.03798903524875641, 0.0501343309879303, 0.03072553500533104]","[0.0, -0.04173955296404275, -0.13246517654680917, -0.056433430515063165]",2.5135839831133113,0.411
GRSP_20250618T063711_1,GRSP,2025-06-18 06:37:11-06:00,3,"[193909.98409957025, 5621954.764340149]","['GRSP_20250618T063711_1_GSA-E6_S20250618T061757.539051-0600_E20250618T064757.401099-0600_+50.66844-109.33206_resampled.flac', 'GRSP_20250618T063711_1_GSA-D6_S20250618T061758.019091-0600_E20250618T064757.907574-0600_+50.66828-109.33258_resampled.flac', 'GRSP_20250618T063711_1_GSA-D7_S20250618T061757.786929-0600_E20250618T064757.659588-0600_+50.66857-109.33259_resampled.flac', 'GRSP_20250618T063711_1_GSA-E4_S20250618T061757.201295-0600_E20250618T064757.071541-0600_+50.66773-109.33199_resampled.flac', 'GRSP_20250618T063711_1_GSA-E5_S20250618T061757.349187-0600_E20250618T064757.230266-0600_+50.66809-109.33203_resampled.flac', 'GRSP_20250618T063711_1_GSA-E7_S20250618T061757.601793-0600_E20250618T064757.452028-0600_+50.66880-109.33209_resampled.flac', 'GRSP_20250618T063711_1_GSA-F5_S20250618T061757.291148-0600_E20250618T064757.153889-0600_+50.66795-109.33144_resampled.flac', 'GRSP_20250618T063711_1_GSA-F6_S20250618T061757.817667-0600_E20250618T064757.687346-0600_+50.66830-109.33147_resampled.flac', 'GRSP_20250618T063711_1_GSA-F7_S20250618T061758.111976-0600_E20250618T064757.996625-0600_+50.66864-109.33152_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.03667529672384262, 0.052287496626377106, 0.06108224019408226, 0.07401660084724426, 0.140802800655365, 0.05412041023373604, 0.024436762556433678, 0.09530340135097504]","[0.0, 0.09163913184321348, -0.0563654033041788, 0.23229672821509556, 0.11494978943958539, -0.10734045999352121, 0.2098704243602203, 0.1038160025915128, 0.013113054745707814]",5.958455126336257,0.943
